CIRCUIT,DISTRICT,OFFICE,DOCKET,ORIGIN,FILEDATE,FDATEUSE,JURIS,NOS,TITL,SECTION,SUBSECT,RESIDENC,JURY,CLASSACT,DEMANDED,FILEJUDG,FILEMAG,COUNTY,ARBIT,MDLDOCK,PLT,DEF,TRANSDAT,TRANSOFF,TRANSDOC,TRANSORG,TERMDATE,TDATEUSE,TRCLACT,TERMJUDG,TERMMAG,PROCPROG,DISP,NOJ,AMTREC,JUDGMENT,DJOINED,PRETRIAL,TRIBEGAN,TRIALEND,TRMARB,PROSE,IFP,STATUSCD,TAPEYEAR,yr_term,yr_file,new,CASENAME,MAGISINV,OTHERINV,fjc_ID,CDD_ID,cases_tot_yr,cases_tot_typ_yr,cases_pct_tot_yr,cases_tot_yr_term,NOS_t,DISP_t,DEF_typ_old,PLT_typ_old,PLT_typ,DEF_typ
0,90,1,8801985,1,1988-07-19,1988-07-01,US govt defendant,893,NA,2201,-8,-8,-8,-8,0,NA,NA,11001,-8,-8,"ENVIRON. DEF. FUND, ET AL","VERITY, ET AL",NA,-8,-8,-8,1988-12-15,1988-12-01,-8,NA,NA,1,13,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1989,1988,1988,1,NA,NA,NA,0-90-8801985-1988-07-19-1,0-90-8801985,236046,868,0.368,237990,ENVIRONMENTAL MATTERS,Settled,FED,NGO,NGO,IND
4,20,2,8802469,1,1988-09-22,1988-09-01,US govt plaintiff,893,NA,-8,-8,-8,-8,-8,-8,NA,NA,45043,-8,-8,U. S.,HAGLEY COMPANY,10/25/1988,2,8802469,1,1988-10-12,1988-10-01,-8,NA,NA,1,13,-8,-8,-8,NA,NA,NA,NA,-8,-8,NA,NA,1989,1988,1988,1,NA,NA,NA,4-20-8802469-1988-09-22-1,4-20-8802469,236046,868,0.368,237990,ENVIRONMENTAL MATTERS,Settled,BIZ,FED,FED,BIZ
6,43,5,8800091,1,1988-03-21,1988-03-01,US govt plaintiff,893,NA,-8,-8,-8,-8,-8,-8,NA,NA,21079,-8,-8,USA,LANCASTER KY CITY,NA,-8,-8,-8,1988-08-01,1988-08-01,-8,NA,NA,3,5,3,-8,1,04/11/1988,NA,NA,NA,-8,-8,NA,NA,1989,1988,1988,1,NA,NA,NA,6-43-8800091-1988-03-21-1,6-43-8800091,236046,868,0.368,237990,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),LOC,FED,FED,LOC
6,49,3,8800513,1,1988-06-30,1988-06-01,US govt plaintiff,893,NA,-8,-8,-8,-8,-8,-8,NA,NA,47013,-8,-8,USA,ROBBINS,NA,-8,-8,-8,1989-02-28,1989-02-01,-8,NA,NA,2,4,0,-8,1,NA,NA,NA,NA,-8,-8,NA,NA,1989,1989,1988,1,NA,NA,NA,6-49-8800513-1988-06-30-1,6-49-8800513,236046,868,0.368,222214,ENVIRONMENTAL MATTERS,Judgement Issued,Unknown,FED,FED,IND
7,52,1,8806158,1,1988-07-19,1988-07-01,US govt plaintiff,893,NA,-8,-8,-8,-8,-8,-8,NA,NA,17043,-8,-8,US,"CITY OF W.CHICAGO,ILLINOIS",NA,-8,-8,-8,1988-11-02,1988-11-01,-8,NA,NA,2,5,0,-8,3,NA,NA,NA,NA,-8,-8,NA,NA,1989,1988,1988,1,NA,NA,NA,7-52-8806158-1988-07-19-1,7-52-8806158,236046,868,0.368,237990,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),LOC,FED,FED,LOC
9,74,3,8800646,2,1988-05-02,1988-05-01,US govt defendant,893,NA,1441,-8,-8,-8,-8,-8,NA,NA,06073,-8,-8,ROGER F. WINCHESTER,"COUNTY OF SAN DIEGO, STATE",NA,-8,-8,-8,1988-12-07,1988-12-01,-8,NA,NA,4,6,0,-8,2,NA,NA,NA,NA,-8,-8,NA,NA,1989,1988,1988,1,NA,NA,NA,9-74-8800646-1988-05-02-1,9-74-8800646,236046,868,0.368,237990,ENVIRONMENTAL MATTERS,Judgement Issued,FED,BIZ,BIZ,LOC
10,82,1,8800223,1,1988-02-10,1988-02-01,US govt plaintiff,893,NA,-8,-8,-8,-8,-8,-8,NA,NA,08031,-8,-8,USA,MENTOR CORP.,NA,-8,-8,-8,1988-08-19,1988-08-01,-8,NA,NA,12,13,-8,-8,-8,NA,NA,NA,NA,-8,-8,NA,NA,1989,1988,1988,1,NA,NA,NA,10-82-8800223-1988-02-10-1,10-82-8800223,236046,868,0.368,237990,ENVIRONMENTAL MATTERS,Settled,BIZ,FED,FED,BIZ
10,89,2,8900093,1,1989-04-12,1989-04-01,US govt defendant,893,NA,-8,-8,-8,-8,-8,-8,NA,NA,88888,-8,-8,TEXACO REFINING&MKG INC,US ETAL,NA,-8,-8,-8,1989-04-21,1989-04-01,-8,NA,NA,1,12,-8,-8,-8,NA,NA,NA,NA,-8,-8,NA,NA,1989,1989,1989,1,NA,NA,NA,10-89-8900093-1989-04-12-1,10-89-8900093,225307,1001,0.444,222214,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,FED,BIZ,BIZ,FED
11,26,2,8801151,1,1988-07-12,1988-07-01,US govt plaintiff,893,NA,-8,-8,-8,-8,-8,-8,NA,NA,01073,-8,-8,US,MINERAL SPRINGS,NA,-8,-8,-8,1988-09-30,1988-09-01,-8,NA,NA,12,4,0,-8,1,NA,NA,NA,NA,-8,-8,NA,NA,1989,1988,1988,1,NA,NA,NA,11-26-8801151-1988-07-12-1,11-26-8801151,236046,868,0.368,237990,ENVIRONMENTAL MATTERS,Judgement Issued,Unknown,FED,FED,BIZ
1,03,1,8800496,1,1988-08-17,1988-08-01,federal question,893,NA,-8,-8,-8,-8,-8,-8,NA,NA,00000,-8,-8,USA ETL,RIGCO INDUS INC,NA,-8,-8,-8,1990-01-10,1990-01-01,-8,NA,NA,5,5,0,-8,1,NA,NA,NA,NA,-8,-8,NA,NA,1990,1990,1988,1,NA,NA,NA,1-03-8800496-1988-08-17-1,1-03-8800496,236046,868,0.368,213646,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),FED,FED,FED,BIZ
3,12,2,8904254,1,1989-10-16,1989-10-01,federal question,893,NA,-8,-8,-8,-8,-8,-8,NA,NA,88888,-8,-8,"MORTON INTERNATIONAL, INC.",EXXON CORPORATION,NA,-8,-8,-8,1990-03-30,1990-03-01,-8,NA,NA,2,18,-8,-8,-8,NA,NA,NA,NA,-8,-8,NA,NA,1990,1990,1989,1,NA,NA,NA,3-12-8904254-1989-10-16-1,3-12-8904254,225307,1001,0.444,213646,ENVIRONMENTAL MATTERS,Unknown,BIZ,BIZ,BIZ,BIZ
3,12,3,8903652,1,1989-08-25,1989-08-01,US govt plaintiff,893,NA,9606,A,-8,-8,-8,-8,NA,NA,34025,-8,-8,UNITED STATES OF AMERICA,ACTON CORPORATION,NA,-8,-8,-8,1990-03-08,1990-03-01,-8,NA,NA,4,5,0,-8,1,01/19/1990,NA,NA,NA,-8,-8,NA,NA,1990,1990,1989,1,NA,NA,NA,3-12-8903652-1989-08-25-1,3-12-8903652,225307,1001,0.444,213646,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,FED,FED,BIZ
7,52,1,8902461,1,1989-03-27,1989-03-01,US govt plaintiff,893,NA,7521,-8,-8,-8,-8,0,NA,NA,17031,-8,-8,UNITED STATES OF AMERICA,"KOTOWICZ, CEDRIC",NA,-8,-8,1,1990-05-14,1990-05-01,-8,NA,NA,1,13,-8,0,-8,NA,05/14/1990,NA,NA,-8,-8,NA,NA,1990,1990,1989,1,NA,NA,NA,7-52-8902461-1989-03-27-1,7-52-8902461,225307,1001,0.444,213646,ENVIRONMENTAL MATTERS,Settled,Unknown,FED,FED,IND
8,60,3,8900068,1,1989-04-19,1989-04-01,US govt plaintiff,893,NA,7412,-8,-8,-8,-8,-8,NA,NA,05093,-8,-8,USA,EN PRO CONTRACTORS,NA,-8,-8,-8,1989-10-18,1989-10-01,-8,NA,NA,2,5,2,1900,1,NA,NA,NA,NA,-8,-8,NA,NA,1990,1989,1989,1,NA,NA,NA,8-60-8900068-1989-04-19-1,8-60-8900068,225307,1001,0.444,222214,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,FED,FED,BIZ
8,60,5,8900461,1,1989-08-15,1989-08-01,US govt plaintiff,893,NA,1319,-8,-8,-8,-8,-8,NA,NA,05069,-8,-8,USA,"PB WASTE WATER UTIL COMM, ETAL",NA,-8,-8,-8,1989-12-07,1989-12-01,-8,NA,NA,2,5,0,-8,1,NA,NA,NA,NA,-8,-8,NA,NA,1990,1989,1989,1,NA,NA,NA,8-60-8900461-1989-08-15-1,8-60-8900461,225307,1001,0.444,222214,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,FED,FED,LOC
11,29,5,9050006,1,1990-01-05,1990-01-01,US govt plaintiff,893,NA,1319,-8,-8,-8,-8,-8,NA,NA,12059,-8,-8,UNITED STATES OF AMERICA,"CITY OF BONIFAY, FLORIDA;",NA,-8,-8,-8,1990-03-13,1990-03-01,-8,NA,NA,12,14,-8,-8,-8,NA,NA,NA,NA,-8,-8,NA,NA,1990,1990,1990,1,NA,NA,NA,11-29-9050006-1990-01-05-1,11-29-9050006,207095,966,0.466,213646,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),LOC,FED,FED,LOC
3,12,2,8602041,8,1988-05-06,1988-05-01,federal question,893,NA,-8,-8,-8,-8,-8,-8,NA,NA,34021,-8,-8,PUBLIC INTEREST RESEARCH GR,UNITED STATES METALS RFG CO,NA,-8,-8,-8,1990-01-24,1990-01-01,-8,NA,NA,4,5,3,-8,1,05/08/1989,NA,NA,NA,-8,-8,NA,NA,1990,1990,1988,1,NA,NA,NA,3-12-8602041-1988-05-06-1,3-12-8602041,236046,868,0.368,213646,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,NGO,NGO,BIZ
2,09,1,9000108,1,1990-01-29,1990-01-01,US govt plaintiff,893,NA,9601,-8,-8,-8,-8,-8,NA,NA,36101,-8,-8,UNITED STATES OF AMERICA,ANDOR CHEMICAL CORP.,NA,-8,-8,-8,1991-06-10,1991-06-01,-8,NA,NA,2,17,0,-8,2,NA,NA,NA,NA,-8,-8,NA,NA,1991,1991,1990,1,NA,NA,NA,2-09-9000108-1990-01-29-1,2-09-9000108,207095,966,0.466,233434,ENVIRONMENTAL MATTERS,Judgement Issued,BIZ,FED,FED,BIZ
3,12,1,9001232,2,1990-03-27,1990-03-01,US govt defendant,893,NA,1441,-8,-8,-8,-8,-8,NA,NA,88888,-8,-8,COHANSEY AREA RIVER,STATE OF NEW JERSEY,NA,-8,-8,-8,1991-06-18,1991-06-01,-8,NA,NA,5,13,-8,0,-8,10/04/1990,10/25/1990,NA,NA,-8,-8,NA,NA,1991,1991,1990,1,NA,NA,NA,3-12-9001232-1990-03-27-1,3-12-9001232,207095,966,0.466,233434,ENVIRONMENTAL MATTERS,Settled,FED,BIZ,BIZ,STA
3,15,2,8702716,4,1990-01-26,1990-01-01,federal question,893,NA,-8,-8,-8,J,-8,-8,NA,NA,42003,-8,-8,POINT VIEW LANDMARKS ASSOCIATE,SHERMAN-WILLIAMS CO.,NA,-8,-8,-8,1990-08-15,1990-08-01,-8,NA,NA,3,13,-8,-8,-8,NA,NA,NA,NA,-8,-8,NA,NA,1991,1990,1990,1,NA,NA,NA,3-15-8702716-1990-01-26-1,3-15-8702716,207095,966,0.466,213646,ENVIRONMENTAL MATTERS,Settled,BIZ,BIZ,BIZ,BIZ
4,22,2,8900247,1,1989-03-29,1989-03-01,US govt plaintiff,893,NA,1311,-8,-8,-8,-8,0,NA,NA,51550,-8,-8,-8,"GORDON, ALLEN J.",NA,-8,-8,1,1990-10-24,1990-10-01,-8,NA,NA,8,17,2,42,1,06/21/1989,10/27/1989,11/15/1989,11/20/1989,-8,-8,NA,NA,1991,1990,1989,1,NA,NA,NA,4-22-8900247-1989-03-29-1,4-22-8900247,225307,1001,0.444,213646,ENVIRONMENTAL MATTERS,Judgement Issued,Unknown,FED,FED,BIZ
4,25,1,8901038,1,1989-09-05,1989-09-01,federal question,893,NA,-8,-8,-8,-8,-8,-8,NA,NA,54047,-8,-8,LTV STEEL CORP,THE BD CO EDUC OF MCDEOWELL,NA,-8,-8,-8,1990-07-11,1990-07-01,-8,NA,NA,2,12,-8,-8,-8,NA,NA,NA,NA,-8,-8,NA,NA,1991,1990,1989,1,NA,NA,NA,4-25-8901038-1989-09-05-1,4-25-8901038,225307,1001,0.444,213646,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,BIZ,BIZ,BIZ,BIZ
7,57,2,9001145,1,1990-11-30,1990-11-01,US govt plaintiff,893,NA,-8,-8,-8,-8,-8,-8,NA,NA,55139,-8,-8,U S,WISC TISSUE MILLS INC,NA,-8,-8,-8,1991-04-26,1991-04-01,-8,NA,NA,2,5,0,-8,1,NA,NA,NA,NA,-8,-8,NA,NA,1991,1991,1990,1,NA,NA,NA,7-57-9001145-1990-11-30-1,7-57-9001145,207095,966,0.466,233434,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,FED,FED,BIZ
9,7-,4,8900052,1,1989-12-28,1989-12-01,US govt defendant,893,NA,-8,-8,-8,-8,-8,100,NA,NA,02090,-8,-8,"DOYON,LTD",US,NA,-8,-8,-8,1990-10-16,1990-10-01,-8,NA,NA,2,3,-8,-8,-8,NA,NA,NA,NA,-8,-8,NA,NA,1991,1990,1989,1,NA,NA,NA,9-7--8900052-1989-12-28-1,9-7--8900052,225307,1001,0.444,213646,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),FED,Unknown,BIZ,FED
10,82,1,9001197,1,1990-07-09,1990-07-01,US govt plaintiff,893,NA,7413,-8,-8,-8,-8,0,NA,NA,08001,-8,-8,USA,COLORADO REFINING CO,NA,-8,-8,-8,1990-08-27,1990-08-01,-8,NA,NA,12,13,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1991,1990,1990,1,NA,NA,NA,10-82-9001197-1990-07-09-1,10-82-9001197,207095,966,0.466,213646,ENVIRONMENTAL MATTERS,Settled,BIZ,FED,FED,BIZ
10,85,4,9100076,1,1991-02-07,1991-02-01,US govt plaintiff,893,NA,-8,-8,-8,-8,-8,-8,NA,NA,40143,-8,-8,USA,GORE SIDNEY,NA,-8,-8,-8,1991-02-13,1991-02-01,-8,NA,NA,2,5,-8,-8,1,NA,NA,NA,NA,-8,-8,NA,NA,1991,1991,1991,1,NA,NA,NA,10-85-9100076-1991-02-07-1,10-85-9100076,217355,1083,0.498,233434,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),Unknown,FED,FED,IND
0,90,1,8800951,1,1988-04-08,1988-04-01,US govt defendant,893,NA,-8,-8,-8,-8,-8,0,NA,NA,11001,-8,-8,NATL COAL ASSN ET AL,DOI ET AL,NA,-8,-8,-8,1991-07-19,1991-07-01,-8,NA,NA,4,6,0,0,2,06/17/1988,NA,NA,NA,-8,-8,NA,NA,1992,1991,1988,1,NA,NA,NA,0-90-8800951-1988-04-08-1,0-90-8800951,236046,868,0.368,233434,ENVIRONMENTAL MATTERS,Judgement Issued,FED,BIZ,BIZ,FED
0,90,1,9200408,1,1992-02-14,1992-02-01,US govt defendant,893,NA,1201,-8,-8,-8,-8,0,NA,NA,11001,-8,-8,"NATL. COAL ASSOC., ET AL","DOI, ET AL",NA,-8,-8,-8,1992-04-20,1992-04-01,-8,NA,NA,1,13,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1992,1992,1992,1,NA,NA,NA,0-90-9200408-1992-02-14-1,0-90-9200408,227936,1262,0.554,232868,ENVIRONMENTAL MATTERS,Settled,FED,BIZ,BIZ,FED
2,05,2,9000292,1,1990-04-05,1990-04-01,federal question,893,NA,-8,-8,-8,-8,-8,0,NA,NA,09003,-8,-8,24 LEGGETT STREET LIMITED PART,"BEACON INDUSTRIES, INC.",NA,-8,-8,1,1991-07-15,1991-07-01,-8,NA,NA,3,13,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1992,1991,1990,1,NA,NA,NA,2-05-9000292-1990-04-05-1,2-05-9000292,207095,966,0.466,233434,ENVIRONMENTAL MATTERS,Settled,BIZ,PUB_ORG,BIZ,BIZ
4,17,7,9000124,1,1990-09-21,1990-09-01,US govt plaintiff,893,NA,1365,-8,-8,-8,-8,0,NA,NA,37141,-8,-8,USA,"FAULKNER & SON, INC., ET AL",NA,-8,-8,-8,1991-07-17,1991-07-01,-8,NA,NA,10,5,0,0,1,NA,NA,NA,NA,-8,-8,NA,NA,1992,1991,1990,1,NA,NA,NA,4-17-9000124-1990-09-21-1,4-17-9000124,207095,966,0.466,233434,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,FED,FED,BIZ
4,20,8,9102902,1,1991-09-27,1991-09-01,US govt defendant,893,NA,-8,-8,-8,-8,-8,0,NA,NA,45073,-8,-8,"SC FOREST WATCH, ET AL","WILSON, ET AL",NA,-8,-8,-8,1992-03-13,1992-03-01,-8,NA,NA,3,12,-8,0,-8,11/25/1991,NA,NA,NA,-8,-8,NA,NA,1992,1992,1991,1,NA,NA,NA,4-20-9102902-1991-09-27-1,4-20-9102902,217355,1083,0.498,232868,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,FED,NGO,NGO,FED
4,23,2,9100149,1,1991-08-26,1991-08-01,US govt plaintiff,893,NA,1271,-8,-8,-8,-8,0,NA,NA,51105,-8,-8,USA,OSBORNE R ETL,NA,-8,-8,-8,1992-01-14,1992-01-01,-8,NA,NA,5,14,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1992,1992,1991,1,NA,NA,NA,4-23-9100149-1991-08-26-1,4-23-9100149,217355,1083,0.498,232868,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),Unknown,FED,FED,BIZ
5,38,5,9200008,1,1992-01-23,1992-01-01,US govt plaintiff,893,NA,6901,-8,-8,-8,-8,0,NA,NA,28149,-8,-8,USA,CEDAR CHEMICAL CORP.,NA,-8,-8,-8,1992-04-17,1992-04-01,-8,NA,NA,2,5,0,0,1,NA,NA,NA,NA,-8,-8,NA,NA,1992,1992,1992,1,NA,NA,NA,5-38-9200008-1992-01-23-1,5-38-9200008,227936,1262,0.554,232868,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,FED,FED,BIZ
7,52,1,9106856,1,1991-10-25,1991-10-01,federal question,893,NA,2201,-8,-8,-8,-8,0,NA,NA,17031,-8,-8,"LASALLE NATL BK, ET AL","TIGERFLEX CORP, ET AL",NA,-8,-8,-8,1992-02-14,1992-02-01,-8,NA,NA,1,13,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1992,1992,1991,1,NA,NA,NA,7-52-9106856-1991-10-25-1,7-52-9106856,217355,1083,0.498,232868,ENVIRONMENTAL MATTERS,Settled,BIZ,BIZ,BIZ,BIZ
7,56,1,9100591,1,1991-05-29,1991-05-01,US govt plaintiff,893,NA,-8,-8,-8,-8,-8,0,NA,NA,88888,-8,-8,USA,ALUM CO OF AMERICA,NA,-8,-8,-8,1991-07-06,1991-07-01,-8,NA,NA,2,13,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1992,1991,1991,1,NA,NA,NA,7-56-9100591-1991-05-29-1,7-56-9100591,217355,1083,0.498,233434,ENVIRONMENTAL MATTERS,Settled,BIZ,FED,FED,BIZ
8,64,3,9000747,1,1990-12-18,1990-12-01,US govt defendant,893,NA,6901,-8,-8,-8,-8,0,NA,NA,27053,-8,-8,"GOLDEN, ET AL","NL INDUSTRIES INC, ET AL",NA,-8,-8,-8,1991-12-03,1991-12-01,-8,NA,NA,3,12,-8,0,-8,02/21/1991,NA,NA,NA,-8,-8,NA,NA,1992,1991,1990,1,NA,NA,NA,8-64-9000747-1990-12-18-1,8-64-9000747,207095,966,0.466,233434,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,FED,Unknown,FED,BIZ
9,72,2,9000802,1,1990-06-22,1990-06-01,federal question,893,NA,6901,-8,-8,-8,-8,0,NA,NA,99999,-8,-8,"PRUDENTIAL INSURANCE, ET AL","LAKESIDE NON-FERROUS, ET AL",NA,-8,-8,-8,1991-10-21,1991-10-01,-8,NA,NA,3,13,-8,0,-8,05/29/1991,NA,NA,NA,-8,-8,NA,NA,1992,1991,1990,1,NA,NA,NA,9-72-9000802-1990-06-22-1,9-72-9000802,207095,966,0.466,233434,ENVIRONMENTAL MATTERS,Settled,Unknown,BIZ,BIZ,BIZ
9,79,6,8806600,1,1988-12-22,1988-12-01,federal question,893,NA,9607,-8,-8,-8,-8,0,NA,NA,41039,-8,-8,THE CUTLER CORP.,"PAUL D. LOEPP, ET AL",NA,-8,-8,-8,1992-07-29,1992-07-01,-8,NA,NA,5,13,-8,0,-8,NA,07/01/1992,NA,NA,-8,-8,NA,NA,1992,1992,1988,1,NA,NA,NA,9-79-8806600-1988-12-22-1,9-79-8806600,236046,868,0.368,232868,ENVIRONMENTAL MATTERS,Settled,Unknown,BIZ,BIZ,IND
9,81,2,9000985,1,1990-07-17,1990-07-01,US govt defendant,893,NA,0701,-8,-8,-8,-8,0,NA,NA,53033,-8,-8,"FRIENDS OF BOEING CR, ET AL","LUJAN, ET AL",NA,-8,-8,-8,1991-11-06,1991-11-01,-8,NA,NA,10,13,-8,0,-8,09/28/1990,NA,NA,NA,-8,-8,NA,NA,1992,1991,1990,1,NA,NA,NA,9-81-9000985-1990-07-17-1,9-81-9000985,207095,966,0.466,233434,ENVIRONMENTAL MATTERS,Settled,FED,NGO,NGO,FED
10,88,2,9100029,1,1991-01-09,1991-01-01,federal question,893,NA,9607,-8,-8,-8,-8,100,NA,NA,49035,-8,-8,"JOHNSON, ET AL","MATERIALS RECYCLING, ET AL",NA,-8,-8,-8,1992-08-17,1992-08-01,-8,NA,NA,4,13,-8,0,-8,12/19/1991,NA,NA,NA,-8,-8,NA,NA,1992,1992,1991,1,NA,NA,NA,10-88-9100029-1991-01-09-1,10-88-9100029,217355,1083,0.498,232868,ENVIRONMENTAL MATTERS,Settled,BIZ,Unknown,FED,BIZ
11,3E,1,9002559,1,1990-11-15,1990-11-01,federal question,893,NA,9601,-8,-8,-8,-8,0,NA,NA,13135,-8,-8,FIRST REPUBLIC CO,"RUAN LEASING COMPANY, ET AL",NA,-8,-8,-8,1992-07-09,1992-07-01,-8,NA,NA,3,13,-8,0,-8,12/10/1991,NA,NA,NA,-8,-8,NA,NA,1992,1992,1990,1,NA,NA,NA,11-3E-9002559-1990-11-15-1,11-3E-9002559,207095,966,0.466,232868,ENVIRONMENTAL MATTERS,Settled,BIZ,NGO,NGO,BIZ
3,11,1,9000229,1,1990-05-14,1990-05-01,federal question,893,NA,9613,-8,-8,-8,-8,0,NA,NA,10003,-8,-8,PLAYTEX FAMILY PRODUCTS,RAPID-AMERICAN CORPORATION,NA,-8,-8,-8,1993-08-20,1993-08-01,-8,NA,NA,4,13,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1993,1993,1990,1,NA,NA,NA,3-11-9000229-1990-05-14-1,3-11-9000229,207095,966,0.466,229952,ENVIRONMENTAL MATTERS,Settled,BIZ,BIZ,BIZ,BIZ
4,20,2,9100794,1,1991-03-21,1991-03-01,federal question,893,NA,-8,-8,-8,-8,-8,0,NA,NA,45019,-8,-8,"COMMERCIAL REALTY, ET AL",BEAZER EAST INC,NA,-8,-8,-8,1993-08-30,1993-08-01,-8,NA,NA,9,13,-8,0,-8,NA,NA,NA,03/03/1993,-8,-8,NA,NA,1993,1993,1991,1,NA,NA,NA,4-20-9100794-1991-03-21-1,4-20-9100794,217355,1083,0.498,229952,ENVIRONMENTAL MATTERS,Settled,BIZ,BIZ,BIZ,BIZ
9,75,1,9000588,1,1990-08-01,1990-08-01,US govt defendant,893,NA,4321,-8,-8,-8,-8,0,NA,NA,88888,-8,-8,GREENPEACE USA ETAL,STONE,NA,-8,-8,-8,1993-06-02,1993-06-01,-8,NA,NA,3,12,-8,0,-8,10/01/1990,NA,NA,NA,-8,-8,NA,NA,1993,1993,1990,1,NA,NA,NA,9-75-9000588-1990-08-01-1,9-75-9000588,207095,966,0.466,229952,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,FED,FED,NGO,BIZ
9,79,3,9300293,1,1993-03-10,1993-03-01,US govt defendant,893,NA,1538,-8,-8,-8,-8,0,NA,NA,41051,-8,-8,"ONRC, ET AL","DEPT COMMERCE, ET AL",NA,-8,-8,-8,1993-06-08,1993-06-01,-8,NA,NA,2,13,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1993,1993,1993,1,NA,NA,NA,9-79-9300293-1993-03-10-1,9-79-9300293,228054,1001,0.439,229952,ENVIRONMENTAL MATTERS,Settled,FED,Unknown,NGO,FED
4,24,5,9200058,1,1992-03-18,1992-03-01,US govt plaintiff,893,NA,-8,-8,-8,-8,-8,0,NA,NA,54069,-8,-8,USA,KLAUMT,NA,-8,-8,-8,1993-03-17,1993-03-01,-8,NA,NA,4,13,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1993,1993,1992,1,NA,NA,NA,4-24-9200058-1992-03-18-1,4-24-9200058,227936,1262,0.554,229952,ENVIRONMENTAL MATTERS,Settled,Unknown,FED,FED,IND
6,45,4,9140320,1,1991-07-12,1991-07-01,US govt plaintiff,893,NA,-8,-8,-8,-8,-8,0,NA,NA,26087,-8,-8,USA,"BASF-INMONT CORP., ET AL",NA,-8,-8,-8,1993-03-17,1993-03-01,-8,NA,NA,2,5,4,0,1,NA,NA,NA,NA,-8,-8,NA,NA,1993,1993,1991,1,NA,NA,NA,6-45-9140320-1991-07-12-1,6-45-9140320,217355,1083,0.498,229952,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,FED,FED,BIZ
6,46,1,9000209,1,1990-03-07,1990-03-01,US govt plaintiff,893,NA,-8,-8,-8,-8,-8,0,NA,NA,99999,-8,-8,USA,RELIABLE EQUIP CORP,NA,-8,-8,-8,1993-03-23,1993-03-01,-8,NA,NA,5,13,-8,0,-8,NA,03/01/1991,NA,NA,-8,-8,NA,NA,1993,1993,1990,1,NA,NA,NA,6-46-9000209-1990-03-07-1,6-46-9000209,207095,966,0.466,229952,ENVIRONMENTAL MATTERS,Settled,BIZ,FED,FED,BIZ
5,36,6,9102100,1,1991-09-26,1991-09-01,US govt plaintiff,893,NA,:131,9,-8,-8,-8,0,NA,NA,22039,-8,-8,U S A,UNION TANK CAR INC,NA,-8,-8,-8,1993-02-25,1993-02-01,-8,NA,NA,5,13,-8,0,-8,12/04/1991,02/10/1993,NA,NA,-8,-8,NA,NA,1993,1993,1991,1,NA,NA,NA,5-36-9102100-1991-09-26-1,5-36-9102100,217355,1083,0.498,229952,ENVIRONMENTAL MATTERS,Settled,BIZ,FED,FED,BIZ
9,73,2,9100272,1,1991-01-16,1991-01-01,federal question,893,NA,6901,-8,-8,-8,-8,0,NA,NA,06037,-8,-8,COMBINED PROPERTIES,"KECHICHIAN, ET AL",NA,-8,-8,-8,1993-02-22,1993-02-01,-8,NA,NA,4,6,3,0,1,02/07/1991,NA,NA,NA,-8,-8,NA,NA,1993,1993,1991,1,NA,NA,NA,9-73-9100272-1991-01-16-1,9-73-9100272,217355,1083,0.498,229952,ENVIRONMENTAL MATTERS,Judgement Issued,Unknown,BIZ,BIZ,IND
